,Zeit,FahrradbrueckeFahrradbruecke,FahrradbrueckeFahrradbruecke stadteinwärts Fahrräder,FahrradbrueckeFahrradbruecke stadtauswärts Fahrräder,Symbol Wetter,Temperatur (°C),Gefühlte Temperatur (°C),Regen (mm),
,2021-07-20 22:00:00,385,158,227,Leicht bewölkt,15,15,0,
,2021-07-20 23:00:00,216,52,164,Leicht bewölkt,15,15,0,
,2021-07-21 00:00:00,116,46,70,Leicht bewölkt,15,15,0,
,2021-07-21 01:00:00,50,13,37,Leicht bewölkt,14,14,0,
,2021-07-21 02:00:00,17,4,13,Leicht bewölkt,13,13,0,
,2021-07-21 03:00:00,11,5,6,Leicht bewölkt,13,13,0,
,2021-07-21 04:00:00,12,6,6,Leicht bewölkt,13,14,0,
,2021-07-21 05:00:00,70,40,30,Leichter Nebel,14,14,0,
,2021-07-21 06:00:00,197,106,91,Leichter Nebel,15,15,0,
,2021-07-21 07:00:00,1003,650,353,Leichter Nebel,17,17,0,
,2021-07-21 08:00:00,890,497,393,Leicht bewölkt,18,18,0,
,2021-07-21 09:00:00,776,465,311,Leicht bewölkt,20,20,0,
,2021-07-21 10:00:00,692,380,312,Leicht bewölkt,21,21,0,
,2021-07-21 11:00:00,769,356,413,Leicht bewölkt,22,22,0,
,2021-07-21 12:00:00,1086,479,607,Leicht bewölkt,23,25,0,
,2021-07-21 13:00:00,1142,520,622,Leicht bewölkt,23,25,0,
,2021-07-21 14:00:00,956,445,511,Leicht bewölkt,23,25,0,
,2021-07-21 15:00:00,1130,549,581,Leicht bewölkt,24,25,0,
,2021-07-21 16:00:00,1219,604,615,Leicht bewölkt,23,24,0,
,2021-07-21 17:00:00,1299,622,677,Leicht bewölkt,22,22,0,
,2021-07-21 18:00:00,1230,595,635,Leicht bewölkt,21,21,0,
,2021-07-21 19:00:00,895,426,469,Leicht bewölkt,20,20,0,
,2021-07-21 20:00:00,706,316,390,Leicht bewölkt,18,18,0,
,2021-07-21 21:00:00,539,201,338,Leicht bewölkt,17,17,0,
,2021-07-21 22:00:00,383,164,219,Leicht bewölkt,16,16,0,
,2021-07-21 23:00:00,239,83,156,Leicht bewölkt,15,15,0,
,2021-07-22 00:00:00,108,33,75,Leicht bewölkt,14,15,0,
,2021-07-22 01:00:00,88,31,57,Leicht bewölkt,14,14,0,
,2021-07-22 02:00:00,33,8,25,Leicht bewölkt,13,14,0,
,2021-07-22 03:00:00,15,6,9,Leicht bewölkt,13,13,0,
,2021-07-22 04:00:00,16,9,7,Leicht bewölkt,14,14,0,
,2021-07-22 05:00:00,64,30,34,Leichter Nebel,14,15,0,
,2021-07-22 06:00:00,187,102,85,Leichter Nebel,15,15,0,
,2021-07-22 07:00:00,1018,653,365,Leichter Nebel,17,17,0,
,2021-07-22 08:00:00,945,569,376,Leicht bewölkt,19,19,0,
,2021-07-22 09:00:00,735,411,324,Leicht bewölkt,20,20,0,
,2021-07-22 10:00:00,701,385,316,Leicht bewölkt,21,21,0,
,2021-07-22 11:00:00,820,420,400,Leicht bewölkt,22,24,0,
,2021-07-22 12:00:00,964,455,509,Leicht bewölkt,24,25,0,
,2021-07-22 13:00:00,1070,426,644,Leicht bewölkt,24,25,0,
,2021-07-22 14:00:00,1017,510,507,Leicht bewölkt,24,26,0,
,2021-07-22 15:00:00,1173,582,591,Leicht bewölkt,25,26,0,
,2021-07-22 16:00:00,1156,536,620,Leicht bewölkt,24,25,0,
,2021-07-22 17:00:00,1245,622,623,Leicht bewölkt,23,24,0,
,2021-07-22 18:00:00,1155,525,630,Leicht bewölkt,22,22,0,
,2021-07-22 19:00:00,930,474,456,Leicht bewölkt,20,20,0,
,2021-07-22 20:00:00,742,332,410,Leicht bewölkt,19,19,0,
,2021-07-22 21:00:00,575,218,357,Leicht bewölkt,18,18,0,
,2021-07-22 22:00:00,402,139,263,Leicht bewölkt,17,17,0,
,2021-07-22 23:00:00,214,74,140,Leicht bewölkt,16,16,0,
,2021-07-23 00:00:00,175,49,126,Leicht bewölkt,15,15,0,
,2021-07-23 01:00:00,77,29,48,Leicht bewölkt,15,15,0,
,2021-07-23 02:00:00,50,28,22,Leicht bewölkt,15,15,0,
,2021-07-23 03:00:00,26,11,15,Leicht bewölkt,14,14,0,
,2021-07-23 04:00:00,16,9,7,Leicht bewölkt,15,15,0,
,2021-07-23 05:00:00,81,42,39,Leicht bewölkt,16,16,0,
,2021-07-23 06:00:00,194,116,78,Leicht bewölkt,17,17,0,
,2021-07-23 07:00:00,952,647,305,Leicht bewölkt,18,18,0,
,2021-07-23 08:00:00,854,486,368,Leicht bewölkt,20,20,0,
,2021-07-23 09:00:00,911,513,398,Leicht bewölkt,22,22,0,
,2021-07-23 10:00:00,836,429,407,Leicht bewölkt,23,24,0,
,2021-07-23 11:00:00,921,442,479,Leicht bewölkt,24,25,0,
,2021-07-23 12:00:00,1095,479,616,Leicht bewölkt,25,27,0,
,2021-07-23 13:00:00,1132,491,641,Leicht bewölkt,26,27,0,
,2021-07-23 14:00:00,1114,517,597,Leicht bewölkt,26,27,0,
,2021-07-23 15:00:00,1064,502,562,Leicht bewölkt,26,27,0,
,2021-07-23 16:00:00,1004,490,514,Leicht bewölkt,26,27,0,
,2021-07-23 17:00:00,1000,508,492,Leicht bewölkt,25,26,0,
,2021-07-23 18:00:00,992,461,531,Leicht bewölkt,24,26,0,
,2021-07-23 19:00:00,892,469,423,Leicht bewölkt,23,24,0,
,2021-07-23 20:00:00,693,347,346,Leicht bewölkt,21,21,0,
,2021-07-23 21:00:00,603,266,337,Leicht bewölkt,20,20,0,
,2021-07-23 22:00:00,417,190,227,Leicht bewölkt,19,19,0,
,2021-07-23 23:00:00,375,142,233,Leicht bewölkt,18,18,0,
,2021-07-24 00:00:00,322,99,223,Leicht bewölkt,18,18,0,
,2021-07-24 01:00:00,218,57,161,Leicht bewölkt,17,17,0,
,2021-07-24 02:00:00,160,55,105,Leicht bewölkt,17,17,0,
,2021-07-24 03:00:00,100,31,69,Leicht bewölkt,17,17,0,
,2021-07-24 04:00:00,46,20,26,Leicht bewölkt,17,17,0,
,2021-07-24 05:00:00,50,25,25,Leicht bewölkt,18,18,0,
,2021-07-24 06:00:00,95,50,45,Leicht bewölkt,19,19,0,
,2021-07-24 07:00:00,83,37,46,Leicht bewölkt,20,20,0,
,2021-07-24 08:00:00,168,92,76,Leicht bewölkt,21,21,0,
,2021-07-24 09:00:00,279,158,121,Leicht bewölkt,22,24,0,
,2021-07-24 10:00:00,430,233,197,Leicht bewölkt,24,25,0,
,2021-07-24 11:00:00,607,344,263,Bedeckt,25,26,0,
,2021-07-24 12:00:00,608,343,265,Bedeckt,26,27,0,
,2021-07-24 13:00:00,695,340,355,Bedeckt,27,28,0,
,2021-07-24 14:00:00,696,336,360,Leicht bewölkt,27,28,0,
,2021-07-24 15:00:00,686,335,351,Leicht bewölkt,27,29,0,
,2021-07-24 16:00:00,606,236,370,Leicht bewölkt,26,28,0,
,2021-07-24 17:00:00,355,143,212,Leicht bewölkt,26,28,0.4,
,2021-07-24 18:00:00,371,164,207,Leicht bewölkt,25,27,0.6,
,2021-07-24 19:00:00,314,169,145,Leicht bewölkt,24,26,0.3,
,2021-07-24 20:00:00,266,149,117,Leichter Regenschauer,22,25,0.2,
,2021-07-24 21:00:00,255,145,110,Leichter Regenschauer,21,21,0.3,
,2021-07-24 22:00:00,157,74,83,Leichter Regenschauer,20,20,0.2,
,2021-07-24 23:00:00,160,69,91,Stellenweiser leichter Regenfall,19,19,0.1,
,2021-07-25 00:00:00,133,43,90,Stellenweiser leichter Regenfall,17,17,0.3,
,2021-07-25 01:00:00,108,35,73,Stellenweiser leichter Regenfall,17,17,0.1,
,2021-07-25 02:00:00,70,21,49,Leicht bewölkt,16,16,0.1,
,2021-07-25 03:00:00,48,13,35,Leicht bewölkt,16,16,0.1,
,2021-07-25 04:00:00,32,9,23,Leicht bewölkt,16,16,0,
,2021-07-25 05:00:00,28,12,16,Leichter Regenschauer,17,17,0,
,2021-07-25 06:00:00,27,16,11,Leichter Regenschauer,17,17,0,
,2021-07-25 07:00:00,45,24,21,Leichter Regenschauer,18,18,0,
,2021-07-25 08:00:00,106,44,62,Leichter Nebel,19,19,0.2,
,2021-07-25 09:00:00,226,114,112,Leichter Nebel,21,21,0.2,
,2021-07-25 10:00:00,342,164,178,Leichter Nebel,22,22,0.1,
,2021-07-25 11:00:00,385,189,196,Nieselregen mit Gewitter,23,25,0.1,
,2021-07-25 12:00:00,446,228,218,Nieselregen mit Gewitter,24,26,0.1,
,2021-07-25 13:00:00,494,229,265,Nieselregen mit Gewitter,25,26,0,
,2021-07-25 14:00:00,243,82,161,Stellenweise Gewitter und Niederschläge,25,27,0,
,2021-07-25 15:00:00,312,176,136,Stellenweise Gewitter und Niederschläge,26,27,0,
,2021-07-25 16:00:00,380,185,195,Stellenweise Gewitter und Niederschläge,25,27,0,
,2021-07-25 17:00:00,340,157,183,Nieselregen mit Gewitter,24,26,0.2,
,2021-07-25 18:00:00,374,191,183,Nieselregen mit Gewitter,23,25,0.3,
,2021-07-25 19:00:00,264,138,126,Nieselregen mit Gewitter,21,21,0.2,
,2021-07-25 20:00:00,224,106,118,Nieselregen mit Gewitter,20,20,1.7,
,2021-07-25 21:00:00,228,101,127,Nieselregen mit Gewitter,18,18,2.2,
,2021-07-25 22:00:00,140,54,86,Nieselregen mit Gewitter,18,18,1.1,
,2021-07-25 23:00:00,103,35,68,Nieselregen mit Gewitter,17,17,0.9,
,2021-07-26 00:00:00,62,24,38,Nieselregen mit Gewitter,16,16,1.7,
,2021-07-26 01:00:00,27,14,13,Nieselregen mit Gewitter,16,16,0.9,
,2021-07-26 02:00:00,21,6,15,Mäßiger bis starker Regenschauer,15,15,0.9,
,2021-07-26 03:00:00,7,3,4,Mäßiger bis starker Regenschauer,15,15,1.2,
,2021-07-26 04:00:00,9,3,6,Mäßiger bis starker Regenschauer,15,15,0.6,
,2021-07-26 05:00:00,39,19,20,Stellenweiser Regenfall,16,16,0.2,
,2021-07-26 06:00:00,158,100,58,Stellenweiser Regenfall,16,16,0.3,
,2021-07-26 07:00:00,831,525,306,Stellenweiser Regenfall,17,17,0.2,
,2021-07-26 08:00:00,797,437,360,Leicht bewölkt,19,19,0,
,2021-07-26 09:00:00,677,394,283,Leicht bewölkt,20,20,0,
,2021-07-26 10:00:00,623,341,282,Leicht bewölkt,21,21,0,
,2021-07-26 11:00:00,636,336,300,Stellenweiser Regenfall,22,24,0,
,2021-07-26 12:00:00,787,370,417,Stellenweiser Regenfall,23,25,0,
,2021-07-26 13:00:00,1009,439,570,Stellenweiser Regenfall,23,24,0,
,2021-07-26 14:00:00,911,446,465,Stellenweise Gewitter und Niederschläge,22,23,0.9,
,2021-07-26 15:00:00,1036,498,538,Stellenweise Gewitter und Niederschläge,22,22,1.2,
,2021-07-26 16:00:00,898,416,482,Stellenweise Gewitter und Niederschläge,21,21,0.6,
,2021-07-26 17:00:00,733,342,391,Mäßiger bis starker Regenschauer,20,20,0.8,
,2021-07-26 18:00:00,790,324,466,Mäßiger bis starker Regenschauer,19,19,1,
,2021-07-26 19:00:00,546,261,285,Mäßiger bis starker Regenschauer,18,18,0.5,
,2021-07-26 20:00:00,376,177,199,Leichter Regenschauer,18,18,0.2,
,2021-07-26 21:00:00,263,116,147,Leichter Regenschauer,17,17,0.3,
,2021-07-26 22:00:00,167,81,86,Leichter Regenschauer,16,17,0.1,
,2021-07-26 23:00:00,132,54,78,Stellenweiser Regenfall,16,16,0.1,
,2021-07-27 00:00:00,77,31,46,Stellenweiser Regenfall,16,16,0.3,
,2021-07-27 01:00:00,59,18,41,Stellenweiser Regenfall,15,16,0.1,
,2021-07-27 02:00:00,21,10,11,Leichter Regenschauer,15,15,0.2,
,2021-07-27 03:00:00,13,3,10,Leichter Regenschauer,14,15,0.3,
,2021-07-27 04:00:00,13,6,7,Leichter Regenschauer,15,15,0.1,
,2021-07-27 05:00:00,54,28,26,Leichter Regenschauer,15,16,0.3,
,2021-07-27 06:00:00,209,117,92,Leichter Regenschauer,16,16,0.4,
,2021-07-27 07:00:00,788,442,346,Leichter Regenschauer,17,17,0.2,
,2021-07-27 08:00:00,1014,572,442,Leichter Regenschauer,18,18,0.3,
,2021-07-27 09:00:00,789,424,365,Leichter Regenschauer,18,18,0.4,
,2021-07-27 10:00:00,662,352,310,Leichter Regenschauer,18,18,0.2,
,2021-07-27 11:00:00,714,366,348,Leichter Regenschauer,18,18,0.5,
,2021-07-27 12:00:00,901,387,514,Leichter Regenschauer,18,18,0.7,
,2021-07-27 13:00:00,968,454,514,Leichter Regenschauer,18,18,0.4,
,2021-07-27 14:00:00,897,450,447,Leichter Regenschauer,18,18,0.3,
,2021-07-27 15:00:00,1070,528,542,Leichter Regenschauer,18,18,0.4,
,2021-07-27 16:00:00,1101,525,576,Leichter Regenschauer,18,18,0.2,
,2021-07-27 17:00:00,1157,545,612,Stellenweiser Nieselregen,17,17,0,
,2021-07-27 18:00:00,1171,507,664,Stellenweiser Nieselregen,17,17,0,
,2021-07-27 19:00:00,669,271,398,Stellenweiser Nieselregen,16,16,0,
,2021-07-27 20:00:00,429,207,222,Leichter Nebel,16,16,0.5,
,2021-07-27 21:00:00,274,132,142,Leichter Nebel,15,15,0.7,
,2021-07-27 22:00:00,187,75,112,Leichter Nebel,16,15,0.4,
,2021-07-27 23:00:00,133,56,77,Leichter Regenschauer,16,16,0.3,
,2021-07-28 00:00:00,83,30,53,Leichter Regenschauer,16,16,0.5,
,2021-07-28 01:00:00,67,19,48,Leichter Regenschauer,16,16,0.3,
,2021-07-28 02:00:00,39,15,24,Leichter Regenschauer,15,15,0.1,
,2021-07-28 03:00:00,19,3,16,Leichter Regenschauer,15,15,0.1,
,2021-07-28 04:00:00,12,8,4,Leichter Regenschauer,15,15,0,
,2021-07-28 05:00:00,57,31,26,Leichter Nebel,16,16,0,
,2021-07-28 06:00:00,168,99,69,Leichter Nebel,16,16,0,
,2021-07-28 07:00:00,757,445,312,Leichter Nebel,16,16,0,
,2021-07-28 08:00:00,690,381,309,Leichter Nebel,16,16,0.4,
,2021-07-28 09:00:00,478,306,172,Leichter Nebel,16,16,0.5,
,2021-07-28 10:00:00,532,168,364,Leichter Nebel,16,16,0.3,
,2021-07-28 11:00:00,463,281,182,Leichter Regenfall,17,17,0.2,
,2021-07-28 12:00:00,374,154,220,Leichter Regenfall,17,17,0.3,
,2021-07-28 13:00:00,464,215,249,Leichter Regenfall,18,18,0.1,
,2021-07-28 14:00:00,667,339,328,Leicht bewölkt,20,20,0,
,2021-07-28 15:00:00,738,355,383,Leicht bewölkt,21,21,0,
,2021-07-28 16:00:00,855,434,421,Leicht bewölkt,21,21,0,
,2021-07-28 17:00:00,948,451,497,Leicht bewölkt,21,21,0,
,2021-07-28 18:00:00,934,452,482,Leicht bewölkt,21,21,0,
,2021-07-28 19:00:00,761,365,396,Leicht bewölkt,20,20,0,
,2021-07-28 20:00:00,634,346,288,Leicht bewölkt,19,19,0,
,2021-07-28 21:00:00,470,227,243,Leicht bewölkt,17,17,0,
,2021-07-28 22:00:00,390,173,217,Leicht bewölkt,16,16,0,
,2021-07-28 23:00:00,251,87,164,Leicht bewölkt,15,15,0,
,2021-07-29 00:00:00,187,47,140,Leicht bewölkt,14,15,0,
,2021-07-29 01:00:00,133,38,95,Leicht bewölkt,14,14,0,
,2021-07-29 02:00:00,53,19,34,Leicht bewölkt,13,14,0,
,2021-07-29 03:00:00,42,12,30,Leicht bewölkt,13,13,0,
,2021-07-29 04:00:00,16,8,8,Leicht bewölkt,14,14,0,
,2021-07-29 05:00:00,67,39,28,Bewölkt,15,15,0,
,2021-07-29 06:00:00,192,106,86,Bewölkt,16,16,0,
,2021-07-29 07:00:00,444,251,193,Bewölkt,17,17,0,
,2021-07-29 08:00:00,764,407,357,Leicht bewölkt,19,19,0,
,2021-07-29 09:00:00,674,378,296,Leicht bewölkt,21,21,0,
,2021-07-29 10:00:00,729,378,351,Leicht bewölkt,22,22,0,
,2021-07-29 11:00:00,852,409,443,Leicht bewölkt,23,25,0,
,2021-07-29 12:00:00,917,428,489,Leicht bewölkt,24,26,0,
,2021-07-29 13:00:00,873,431,442,Leicht bewölkt,25,26,0,
,2021-07-29 14:00:00,932,441,491,Stellenweiser Regenfall,25,27,0,
,2021-07-29 15:00:00,908,474,434,Stellenweiser Regenfall,26,27,0,
,2021-07-29 16:00:00,1029,483,546,Stellenweiser Regenfall,25,27,0,
,2021-07-29 17:00:00,1118,572,546,Leicht bewölkt,24,26,0.4,
,2021-07-29 18:00:00,1048,483,565,Leicht bewölkt,24,26,0.5,
,2021-07-29 19:00:00,757,382,375,Leicht bewölkt,22,25,0.2,
,2021-07-29 20:00:00,678,305,373,Leichter Regenschauer,21,21,1.8,
,2021-07-29 21:00:00,531,226,305,Leichter Regenschauer,20,20,2.4,
,2021-07-29 22:00:00,343,125,218,Leichter Regenschauer,19,19,1.2,
,2021-07-29 23:00:00,225,91,134,Mäßiger Regenfall,18,18,2.5,
,2021-07-30 00:00:00,131,29,102,Mäßiger Regenfall,18,18,5,
,2021-07-30 01:00:00,74,15,59,Mäßiger Regenfall,17,17,2.5,
,2021-07-30 02:00:00,50,18,32,Starker Regenfall,16,16,1.2,
,2021-07-30 03:00:00,27,6,21,Starker Regenfall,15,16,1.6,
,2021-07-30 04:00:00,19,7,12,Starker Regenfall,16,16,0.8,
,2021-07-30 05:00:00,58,33,25,Leichter Regenschauer,16,16,0.4,
,2021-07-30 06:00:00,172,99,73,Leichter Regenschauer,16,17,0.6,
,2021-07-30 07:00:00,399,209,190,Leichter Regenschauer,18,18,0.3,
,2021-07-30 08:00:00,724,435,289,Leichter Regenschauer,19,19,0.2,
,2021-07-30 09:00:00,762,424,338,Leichter Regenschauer,20,20,0.2,
,2021-07-30 10:00:00,758,436,322,Leichter Regenschauer,22,22,0.1,
,2021-07-30 11:00:00,752,373,379,Leicht bewölkt,23,24,0,
,2021-07-30 12:00:00,871,386,485,Leicht bewölkt,24,26,0,
,2021-07-30 13:00:00,848,373,475,Leicht bewölkt,24,26,0,
,2021-07-30 14:00:00,869,398,471,Bewölkt,25,26,0,
,2021-07-30 15:00:00,881,478,403,Bewölkt,25,27,0,
,2021-07-30 16:00:00,904,415,489,Bewölkt,25,27,0,
,2021-07-30 17:00:00,940,428,512,Nieselregen mit Gewitter,25,27,0.5,
,2021-07-30 18:00:00,544,257,287,Nieselregen mit Gewitter,24,27,0.7,
,2021-07-30 19:00:00,433,206,227,Nieselregen mit Gewitter,23,26,0.3,
,2021-07-30 20:00:00,337,153,184,Nieselregen mit Gewitter,22,25,0.4,
,2021-07-30 21:00:00,240,118,122,Nieselregen mit Gewitter,21,21,0.5,
,2021-07-30 22:00:00,202,86,116,Nieselregen mit Gewitter,20,20,0.3,
,2021-07-30 23:00:00,146,48,98,Mäßiger bis starker Regenschauer,19,19,3.3,
,2021-07-31 00:00:00,116,35,81,Mäßiger bis starker Regenschauer,18,18,6.5,
,2021-07-31 01:00:00,109,38,71,Mäßiger bis starker Regenschauer,17,17,3.3,
,2021-07-31 02:00:00,75,28,47,Teilweise starker Regenfall,16,16,1.3,
,2021-07-31 03:00:00,48,11,37,Teilweise starker Regenfall,15,15,1.8,
,2021-07-31 04:00:00,39,12,27,Teilweise starker Regenfall,15,15,0.9,
,2021-07-31 05:00:00,38,19,19,Leichter Regenschauer,15,15,0.1,
,2021-07-31 06:00:00,55,35,20,Leichter Regenschauer,16,16,0.2,
,2021-07-31 07:00:00,85,36,49,Leichter Regenschauer,17,17,0.1,
,2021-07-31 08:00:00,194,105,89,Leichter Regenschauer,18,18,0,
,2021-07-31 09:00:00,378,211,167,Leichter Regenschauer,19,19,0,
,2021-07-31 10:00:00,586,323,263,Leichter Regenschauer,20,20,0,
,2021-07-31 11:00:00,627,345,282,Leicht bewölkt,21,21,0,
,2021-07-31 12:00:00,671,357,314,Leicht bewölkt,22,22,0,
,2021-07-31 13:00:00,746,360,386,Leicht bewölkt,22,22,0,
,2021-07-31 14:00:00,749,412,337,Leicht bewölkt,22,22,0,
,2021-07-31 15:00:00,699,347,352,Leicht bewölkt,22,25,0,
,2021-07-31 16:00:00,703,351,352,Leicht bewölkt,21,21,0,
,2021-07-31 17:00:00,700,350,350,Stellenweise Gewitter und Niederschläge,21,21,0.1,
,2021-07-31 18:00:00,718,321,397,Stellenweise Gewitter und Niederschläge,20,20,0.1,
,2021-07-31 19:00:00,541,266,275,Stellenweise Gewitter und Niederschläge,19,19,0.1,
,2021-07-31 20:00:00,406,205,201,Stellenweiser Regenfall,18,18,0.2,
,2021-07-31 21:00:00,341,148,193,Stellenweiser Regenfall,17,17,0.2,
,2021-07-31 22:00:00,218,80,138,Stellenweiser Regenfall,16,16,0.1,
,2021-07-31 23:00:00,186,68,118,Mäßiger Regenfall,15,15,2.7,
,2021-08-01 00:00:00,125,43,82,Mäßiger Regenfall,14,14,5.5,
,2021-08-01 01:00:00,91,34,57,Mäßiger Regenfall,14,14,2.7,
,2021-08-01 02:00:00,69,17,52,Starker Regenfall,14,13,4.3,
,2021-08-01 03:00:00,62,9,53,Starker Regenfall,14,13,5.8,
,2021-08-01 04:00:00,31,11,20,Starker Regenfall,14,13,2.9,
,2021-08-01 05:00:00,18,8,10,Starker Regenfall,14,13,6.6,
,2021-08-01 06:00:00,31,21,10,Starker Regenfall,14,14,8.8,
,2021-08-01 07:00:00,28,10,18,Starker Regenfall,14,14,4.4,
,2021-08-01 08:00:00,52,25,27,Starker Regenfall,14,14,2.6,
,2021-08-01 09:00:00,123,50,73,Starker Regenfall,14,14,3.5,
,2021-08-01 10:00:00,105,49,56,Starker Regenfall,14,14,1.8,
,2021-08-01 11:00:00,113,56,57,Nieselregen,14,14,0.1,
,2021-08-01 12:00:00,154,70,84,Nieselregen,14,15,0.1,
,2021-08-01 13:00:00,112,56,56,Nieselregen,15,15,0,
,2021-08-01 14:00:00,151,70,81,Leichter Nebel,15,15,0.1,
,2021-08-01 15:00:00,238,116,122,Leichter Nebel,15,15,0.1,
,2021-08-01 16:00:00,280,137,143,Leichter Nebel,14,14,0.1,
,2021-08-01 17:00:00,286,141,145,Nieselregen,14,14,0,
,2021-08-01 18:00:00,296,160,136,Nieselregen,13,13,0,
,2021-08-01 19:00:00,233,126,107,Nieselregen,13,13,0,
,2021-08-01 20:00:00,224,108,116,Leicht bewölkt,12,12,0,
,2021-08-01 21:00:00,165,58,107,Leicht bewölkt,12,12,0,
,2021-08-01 22:00:00,116,45,71,Leicht bewölkt,12,12,0,
,2021-08-01 23:00:00,74,33,41,Mäßiger bis starker Regenschauer,12,12,1.6,
,2021-08-02 00:00:00,47,15,32,Mäßiger bis starker Regenschauer,13,13,3.3,
,2021-08-02 01:00:00,18,7,11,Mäßiger bis starker Regenschauer,12,12,1.6,
,2021-08-02 02:00:00,4,2,2,Mäßiger bis starker Regenschauer,12,12,0.8,
,2021-08-02 03:00:00,7,3,4,Mäßiger bis starker Regenschauer,12,12,1,
,2021-08-02 04:00:00,10,6,4,Mäßiger bis starker Regenschauer,12,12,0.5,
,2021-08-02 05:00:00,44,20,24,Stellenweiser Regenfall,13,13,0.3,
,2021-08-02 06:00:00,149,97,52,Stellenweiser Regenfall,13,14,0.4,
,2021-08-02 07:00:00,381,217,164,Stellenweiser Regenfall,14,15,0.2,
,2021-08-02 08:00:00,592,326,266,Stellenweiser Regenfall,15,16,0.2,
,2021-08-02 09:00:00,511,298,213,Stellenweiser Regenfall,17,17,0.3,
,2021-08-02 10:00:00,562,331,231,Stellenweiser Regenfall,18,18,0.2,
,2021-08-02 11:00:00,645,341,304,Stellenweiser Regenfall,19,19,0.1,
,2021-08-02 12:00:00,732,378,354,Stellenweiser Regenfall,20,20,0.2,
,2021-08-02 13:00:00,753,362,391,Stellenweiser Regenfall,20,20,0.1,
,2021-08-02 14:00:00,764,395,369,Stellenweiser Regenfall,21,21,0.1,
,2021-08-02 15:00:00,918,460,458,Stellenweiser Regenfall,22,22,0.1,
,2021-08-02 16:00:00,1045,486,559,Stellenweiser Regenfall,21,21,0,
,2021-08-02 17:00:00,1144,519,625,Stellenweiser Regenfall,20,20,0,
,2021-08-02 18:00:00,921,434,487,Stellenweiser Regenfall,19,19,0,
,2021-08-02 19:00:00,662,309,353,Stellenweiser Regenfall,17,17,0,
,2021-08-02 20:00:00,558,263,295,Leicht bewölkt,16,16,0,
,2021-08-02 21:00:00,387,147,240,Leicht bewölkt,14,14,0,
,2021-08-02 22:00:00,242,71,171,Leicht bewölkt,13,13,0,
,2021-08-02 23:00:00,158,56,102,Stellenweiser Regenfall,12,12,0.2,
,2021-08-03 00:00:00,81,17,64,Stellenweiser Regenfall,11,11,0.3,
,2021-08-03 01:00:00,56,23,33,Stellenweiser Regenfall,11,11,0.2,
,2021-08-03 02:00:00,38,7,31,Stellenweiser Regenfall,11,11,0.1,
,2021-08-03 03:00:00,7,2,5,Stellenweiser Regenfall,11,11,0.1,
,2021-08-03 04:00:00,16,9,7,Stellenweiser Regenfall,11,12,0,
,2021-08-03 05:00:00,60,37,23,Leicht bewölkt,12,12,0,
,2021-08-03 06:00:00,188,110,78,Leicht bewölkt,13,13,0,
,2021-08-03 07:00:00,443,248,195,Leicht bewölkt,14,15,0,
,2021-08-03 08:00:00,694,398,296,Leicht bewölkt,16,16,0,
,2021-08-03 09:00:00,608,372,236,Leicht bewölkt,18,18,0,
,2021-08-03 10:00:00,620,349,271,Leicht bewölkt,19,19,0,
,2021-08-03 11:00:00,696,389,307,Leicht bewölkt,21,21,0,
,2021-08-03 12:00:00,731,343,388,Leicht bewölkt,22,22,0,
,2021-08-03 13:00:00,697,312,385,Leicht bewölkt,20,20,0,
,2021-08-03 14:00:00,834,396,438,Stellenweiser Regenfall,19,19,0.8,
,2021-08-03 15:00:00,670,287,383,Stellenweiser Regenfall,17,17,1.1,
,2021-08-03 16:00:00,806,382,424,Stellenweiser Regenfall,16,16,0.5,
,2021-08-03 17:00:00,845,400,445,Mäßiger Regenfall,15,15,0.4,
,2021-08-03 18:00:00,661,270,391,Mäßiger Regenfall,14,14,0.5,
,2021-08-03 19:00:00,530,239,291,Mäßiger Regenfall,14,14,0.3,
,2021-08-03 20:00:00,368,170,198,Leicht bewölkt,13,13,0,
,2021-08-03 21:00:00,253,128,125,Leicht bewölkt,13,13,0,
,2021-08-03 22:00:00,157,71,86,Leicht bewölkt,12,12,0,
,2021-08-03 23:00:00,120,32,88,Leichter Regenschauer,12,12,0.3,
,2021-08-04 00:00:00,65,16,49,Leichter Regenschauer,12,12,0.6,
,2021-08-04 01:00:00,40,13,27,Leichter Regenschauer,12,12,0.3,
,2021-08-04 02:00:00,25,13,12,Leichter Regenschauer,12,12,0.1,
,2021-08-04 03:00:00,8,0,8,Leichter Regenschauer,12,12,0.1,
,2021-08-04 04:00:00,18,7,11,Leichter Regenschauer,12,12,0.1,
,2021-08-04 05:00:00,49,27,22,Bewölkt,13,13,0,
,2021-08-04 06:00:00,138,81,57,Bewölkt,13,13,0,
,2021-08-04 07:00:00,402,224,178,Bewölkt,14,14,0,
,2021-08-04 08:00:00,607,332,275,Bedeckt,14,14,0,
,2021-08-04 09:00:00,526,354,172,Bedeckt,14,15,0,
,2021-08-04 10:00:00,481,264,217,Bedeckt,14,15,0,
,2021-08-04 11:00:00,540,275,265,Nieselregen,15,15,0,
,2021-08-04 12:00:00,629,308,321,Nieselregen,15,15,0,
,2021-08-04 13:00:00,570,297,273,Nieselregen,15,15,0,
,2021-08-04 14:00:00,534,270,264,Leichter Nebel,15,15,0.1,
,2021-08-04 15:00:00,581,232,349,Leichter Nebel,15,15,0.1,
,2021-08-04 16:00:00,611,284,327,Leichter Nebel,15,15,0,
